10,7,-0- ,-0- ,"Panama",-0- 
4624,2892,"c/o VALLADARES LTDA.","Cali","Colombia",-0- 
4625,2893,"c/o DISMERCOOP","Cali","Colombia",-0- 
4626,2894,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
4626,2895,"c/o FARMACOOP","Bogota","Colombia",-0- 
4626,6180,"c/o CODISA","Bogota","Colombia",-0- 
4626,7197,"c/o JOMADA DE COSTA RICA S.A.","San Jose","Costa Rica",-0- 
4626,7198,"c/o MATSUM S.A.","Bogota","Colombia",-0- 
4627,4391,"c/o COSMEPOP","Bogota","Colombia",-0- 
4627,4392,"c/o PATENTES MARCAS Y REGISTROS S.A.","Bogota","Colombia",-0- 
4627,6181,"c/o COPSERVIR LTDA.","Bogota","Colombia",-0- 
4627,6182,"c/o CREDISOL","Bogota","Colombia",-0- 
4627,6183,"c/o DROMARCA Y CIA S.C.S.","Bogota","Colombia",-0- 
4627,6184,"c/o FARMACOOP","Bogota","Colombia",-0- 
4627,6185,"c/o GLAJAN S.A.","Bogota","Colombia",-0- 
4627,6186,"c/o SHARPER S.A.","Bogota","Colombia",-0- 
4628,2896,"c/o DISMERCOOP","Cali","Colombia",-0- 
4631,2897,"Farahzad Expressway","Tehran","Iran",-0- 
4632,2898,"Ferdowsi Avenue, P.O. Box 11365-8551","Tehran","Iran",-0- 
4633,2899,"Ferdowsi St.","Tehran","Iran",-0- 
4634,2900,"Park Shahr, Varzesh Avenue, P.O. Box 11365/5964","Tehran","Iran",-0- 
4635,2901,"Moffettah No. 125, P.O. Box 15815 1866","Tehran","Iran",-0- 
4636,2902,"Bank Saderat Tower, P.O. Box 15745-631, Somayeh Street","Tehran","Iran",-0- 
4637,2903,"Hafez Avenue, P.O. Box 11365/4978","Tehran","Iran",-0- 
4639,2905,"No. 129 Patrice Lumumba Street, Jalal-Al-Ahmad Expressway, P.O. Box 14155/6395","Tehran","Iran",-0- 
4640,2906,"130 Taleghani Avenue, Nejatoullahie, P.O. Box 11365-5416","Tehran","Iran",-0- 
4641,2907,"Depenau 2, W-2000","Hamburg 1","Germany",-0- 
4642,2908,"120 Moorgate","London  EC2M 6TS","United Kingdom",-0- 
4643,2909,"P.O. Box 11365-171, Ferdowsi Avenue","Tehran","Iran",-0- 
4644,2910,"c/o CAUCALITO LTDA.","Cali","Colombia",-0- 
4644,2911,"Calle 52N No. 2D-29","Cali","Colombia",-0- 
4648,2913,"c/o INVERSIONES Y CONSTRUCCIONES ATLAS LTDA.","Cali","Colombia",-0- 
4650,2915,"c/o CONSTRUCCIONES ASTRO S.A.","Cali","Colombia",-0- 
4651,4248,"c/o CONSTRUCCIONES ASTRO S.A.","Cali","Colombia",-0- 
4651,4249,"c/o COMERCIALIZACION Y FINANCIACION DE AUTOMOTORES S.A.","Cali","Colombia",-0- 
4687,2920,-0- ,-0- ,-0- ,-0- 
4688,2921,-0- ,-0- ,-0- ,-0- 
4689,2922,-0- ,-0- ,-0- ,-0- 
4690,2923,-0- ,-0- ,-0- ,-0- 
4691,2924,-0- ,-0- ,-0- ,-0- 
4693,2925,-0- ,-0- ,-0- ,-0- 
4694,2926,-0- ,-0- ,-0- ,-0- 
4695,2927,-0- ,-0- ,-0- ,-0- 
4696,2928,-0- ,-0- ,-0- ,-0- 
4697,2929,-0- ,-0- ,-0- ,-0- 
4700,2932,-0- ,-0- ,-0- ,-0- 
4702,2934,-0- ,-0- ,-0- ,-0- 
4703,2935,-0- ,-0- ,-0- ,-0- 
4705,2937,-0- ,-0- ,-0- ,-0- 
4706,2938,-0- ,-0- ,-0- ,-0- 
4707,2939,-0- ,-0- ,-0- ,-0- 
4708,2940,-0- ,-0- ,-0- ,-0- 
4709,2941,-0- ,-0- ,-0- ,-0- 
4710,2942,-0- ,-0- ,-0- ,-0- 
4711,2943,-0- ,-0- ,-0- ,-0- 
4712,2944,-0- ,-0- ,-0- ,-0- 
4713,2945,-0- ,-0- ,-0- ,-0- 
4714,2946,-0- ,-0- ,-0- ,-0- 
4715,2947,-0- ,-0- ,-0- ,-0- 
4717,2949,-0- ,-0- ,-0- ,-0- 
4723,2950,-0- ,"Khartoum","Sudan",-0- 
4724,2951,"P.O. Box 1363","Khartoum","Sudan",-0- 
4725,2952,-0- ,"Khartoum","Sudan",-0- 
4726,2953,-0- ,"Khartoum","Sudan",-0- 
4727,2954,"P.O. Box 1008","Khartoum","Sudan",-0- 
4727,2955,"P.O. Box 312","Khartoum","Sudan",-0- 
4727,2956,"P.O. Box 880","Khartoum","Sudan",-0- 
4727,2957,"P.O. Box 2732","Khartoum","Sudan",-0- 
4727,2958,"P.O. Box 408, Barlaman Avenue","Khartoum","Sudan",-0- 
4727,2959,"P.O. Box 67","Omdurman","Sudan",-0- 
4727,2960,"P.O. Box 241","Port Sudan","Sudan",-0- 
4727,2961,"P.O. Box 131","Wad Medani","Sudan",-0- 
4727,2962,-0- ,"Abu Hammad","Sudan",-0- 
4727,2963,-0- ,"Abugaouta","Sudan",-0- 
4727,2964,-0- ,"Assalaya","Sudan",-0- 
4727,2965,"P.O. Box 89","Atbara","Sudan",-0- 
4727,2966,-0- ,"Berber","Sudan",-0- 
4727,2967,-0- ,"Dongola","Sudan",-0- 
4727,2968,-0- ,"El Daba","Sudan",-0- 
4727,2969,-0- ,"El Dain","Sudan",-0- 
4727,2970,-0- ,"El Damazeen","Sudan",-0- 
4727,2971,-0- ,"El Damer","Sudan",-0- 
4727,2972,-0- ,"El Dilling","Sudan",-0- 
4727,2973,-0- ,"El Dinder","Sudan",-0- 
4727,2974,-0- ,"El Fashir","Sudan",-0- 
4727,2975,-0- ,"El Fow","Sudan",-0- 
4727,2976,-0- ,"El Gadarit","Sudan",-0- 
4727,2977,-0- ,"El Garia","Sudan",-0- 
4727,2978,-0- ,"El Ghadder","Sudan",-0- 
4727,2979,-0- ,"El Managil","Sudan",-0- 
4727,2980,-0- ,"El Mazmoum","Sudan",-0- 
4727,2981,"P.O. Box 220","El Obeid","Sudan",-0- 
4727,2982,-0- ,"El Rahad","Sudan",-0- 
4727,2983,-0- ,"El Roseirs","Sudan",-0- 
4727,2984,-0- ,"El Suk el Shabi","Sudan",-0- 
4727,2985,-0- ,"Halfa el Gadida","Sudan",-0- 
4727,2986,-0- ,"Karima","Sudan",-0- 
4727,2987,-0- ,"Karkoug","Sudan",-0- 
4727,2988,-0- ,"Kassala","Sudan",-0- 
4727,2989,"Omdurman P.O. Square, P.O. Box 341","Khartoum","Sudan",-0- 
4727,2990,"Sharia el Barlaman, P.O. Box 922","Khartoum","Sudan",-0- 
4727,2991,"Sharia el Gama'a, P.O. Box 880","Khartoum","Sudan",-0- 
4727,2992,"Sharia el Gamhoria, P.O. Box 312","Khartoum","Sudan",-0- 
4727,2993,"Sharia el Murada","Khartoum","Sudan",-0- 
4727,2994,"Tayar Murad, P.O. Box 922","Khartoum","Sudan",-0- 
4727,2995,"Suk el Arabi, P.O. Box 4160","Khartoum","Sudan",-0- 
4727,2996,"University of Khartoum","Khartoum","Sudan",-0- 
4727,2997,"P.O. Box 12","Kosti","Sudan",-0- 
4727,2998,"P.O. Box 135","Nyala","Sudan",-0- 
4727,2999,-0- ,"Rabak","Sudan",-0- 
4727,3000,-0- ,"Rufaa","Sudan",-0- 
4727,3001,-0- ,"Sawakin","Sudan",-0- 
4727,3002,-0- ,"Shendi","Sudan",-0- 
4727,3003,-0- ,"Singa","Sudan",-0- 
4727,3004,-0- ,"Tamboul","Sudan",-0- 
4727,3005,-0- ,"Tandalti","Sudan",-0- 
4727,3006,-0- ,"Tokar","Sudan",-0- 
4727,3007,-0- ,"Wadi Halfa","Sudan",-0- 
4728,3008,"Sharia El Gamaa, P.O. Box 313","Khartoum","Sudan",-0- 
4728,3009,-0- ,"Atbara","Sudan",-0- 
4728,3010,"P.O. Box 27","El Obeid","Sudan",-0- 
4728,3011,"P.O. Box 136","Juba","Sudan",-0- 
4728,3012,"P.O. Box 73","Kosti","Sudan",-0- 
4728,3013,-0- ,"Nyala","Sudan",-0- 
4728,3014,"P.O. Box 34","Port Sudan","Sudan",-0- 
4728,3015,-0- ,"Wad Medani","Sudan",-0- 
4728,3016,-0- ,"Wau","Sudan",-0- 
4729,3017,"P.O. Box 385","Khartoum","Sudan",-0- 
4730,3018,"P.O. Box 246","Khartoum","Sudan",-0- 
4730,3019,-0- ,"Port Sudan","Sudan",-0- 
4731,3020,"P.O. Box 232","Khartoum","Sudan",-0- 
4732,3021,"Parliament Street, P.O. Box 466","Khartoum","Sudan",-0- 
4732,3022,"P.O. Box 6013","Abu Dhabi City","United Arab Emirates",-0- 
4732,3023,"P.O. Box 466/1722, United Nations Square","Khartoum","Sudan",-0- 
4733,3024,"P.O. Box 221","Khartoum","Sudan",-0- 
4734,3025,"P.O. Box 7036","Khartoum","Sudan",-0- 
4734,3026,-0- ,"Port Sudan","Sudan",-0- 
4735,3027,"P.O. Box 215","Khartoum","Sudan",-0- 
4735,3028,"P.O. Box 17","Port Sudan","Sudan",-0- 
4735,3029,-0- ,"El Obeid","Sudan",-0- 
4735,3030,-0- ,"Gedarit","Sudan",-0- 
4735,3031,-0- ,"Juba","Sudan",-0- 
4735,3032,-0- ,"Kosti","Sudan",-0- 
4735,3033,-0- ,"Sennar","Sudan",-0- 
4735,3034,-0- ,"Wad Medani","Sudan",-0- 
4736,3035,"P.O. Box 2241","Khartoum","Sudan",-0- 
4737,3036,"P.O. Box 62","Khartoum","Sudan",-0- 
4738,3037,-0- ,"Khartoum","Sudan",-0- 
4739,3038,"P.O. Box 268","Khartoum","Sudan",-0- 
4740,4407,"P.O. Box 2241","Khartoum","Sudan",-0- 
4740,4408,"P.O. Box 1108","Khartoum","Sudan",-0- 
4741,3039,-0- ,"Khartoum","Sudan",-0- 
4742,3040,-0- ,"Khartoum","Sudan",-0- 
4743,3041,"Kasr Avenue, P.O. Box 221","Khartoum","Sudan",-0- 
4744,3042,"P.O. Box 134","Khartoum South","Sudan",-0- 
4745,3043,"P.O. Box 305","Khartoum","Sudan",-0- 
4747,3045,-0- ,"Khartoum","Sudan",-0- 
4748,3046,"P.O. Box 221","Khartoum","Sudan",-0- 
4749,3047,-0- ,"Khartoum","Sudan",-0- 
4750,3048,"P.O. Box 2241","Khartoum","Sudan",-0- 
4751,3049,-0- ,"Khartoum","Sudan",-0- 
4752,3050,"Sudanese Kuwait Commercial Centre, Nile Street, P.O. Box 2732","Khartoum","Sudan",-0- 
4753,3051,"P.O. Box 443","Khartoum","Sudan",-0- 
4754,3052,"P.O. Box 1502","Khartoum","Sudan",-0- 
4754,3053,"Factories at Rabak, St. 45-47","Khartoum Extension","Sudan",-0- 
4755,3054,"P.O. Box 922","Khartoum","Sudan",-0- 
4756,3055,"P.O. Box 354","Port Sudan","Sudan",-0- 
4757,3056,"P.O. Box 2110","Khartoum","Sudan",-0- 
4758,3057,"P.O. Box 619","Khartoum","Sudan",-0- 
4758,3058,"P.O. Box 123","Wad Medani","Sudan",-0- 
4759,4405,"P.O. Box 1380","Khartoum","Sudan",-0- 
4760,3059,"P.O. Box 215","Khartoum","Sudan",-0- 
4760,3060,"P.O. Box 17","Port Sudan","Sudan",-0- 
4761,3061,"P.O. Box 756","Khartoum","Sudan",-0- 
4762,4406,"P.O. Box 2328","Khartoum","Sudan",-0- 
4763,3062,"P.O. Box 1183","Khartoum","Sudan",-0- 
4764,3063,"P.O. Box 43","Bara","Sudan",-0- 
4764,3064,-0- ,"Babanousa","Sudan",-0- 
4764,3065,-0- ,"Khartoum","Sudan",-0- 
4764,3066,-0- ,"Kosti","Sudan",-0- 
4764,3067,-0- ,"Port Sudan","Sudan",-0- 
4765,3068,"P.O. Box 2190","Khartoum","Sudan",-0- 
4766,3069,"P.O. Box 6028","Khartoum","Sudan",-0- 
4767,3070,"P.O. Box 211","Khartoum","Sudan",-0- 
4768,3071,"P.O. Box 253","Khartoum","Sudan",-0- 
4768,3072,-0- ,-0- ,"Bahrain",-0- 
4768,3073,-0- ,-0- ,"Chad",-0- 
4768,3074,-0- ,-0- ,"Egypt",-0- 
4768,3075,-0- ,-0- ,"Ethiopia",-0- 
4768,3076,-0- ,-0- ,"Germany",-0- 
4768,3077,-0- ,-0- ,"Greece",-0- 
4768,3078,-0- ,-0- ,"Italy",-0- 
4768,3079,-0- ,-0- ,"Kenya",-0- 
4768,3080,-0- ,-0- ,"Kuwait",-0- 
4768,3081,-0- ,-0- ,"Nigeria",-0- 
4768,3082,-0- ,-0- ,"Saudi Arabia",-0- 
4768,3083,-0- ,-0- ,"Uganda",-0- 
4768,3084,-0- ,-0- ,"United Arab Emirates",-0- 
4768,3085,-0- ,-0- ,"United Kingdom",-0- 
4768,3086,"211 East 43rd Street","New York, NY  10017","United States",-0- 
4768,3087,"199 Atlantic Avenue","Brooklyn, NY  11201-5606","United States",-0- 
4769,3088,"Street 21, P.O. Box 710","Khartoum","Sudan",-0- 
4770,3089,"P.O. Box 2366","Khartoum","Sudan",-0- 
4771,3090,"P.O. Box 167","Khartoum","Sudan",-0- 
4771,3091,-0- ,"Nyala","Sudan",-0- 
4771,3092,-0- ,"Obied","Sudan",-0- 
4771,3093,-0- ,"Port Sudan","Sudan",-0- 
4771,3094,-0- ,"Tandalty","Sudan",-0- 
4772,3095,"P.O. Box 215","Khartoum","Sudan",-0- 
4772,3096,"P.O. Box 17","Port Sudan","Sudan",-0- 
4772,3097,-0- ,"El Obeid","Sudan",-0- 
4772,3098,-0- ,"Gedarit","Sudan",-0- 
4772,3099,-0- ,"Juba","Sudan",-0- 
4772,3100,-0- ,"Kosti","Sudan",-0- 
4772,3101,-0- ,"Sennar","Sudan",-0- 
4772,3102,-0- ,"Wad Medani","Sudan",-0- 
4773,3103,"P.O. Box 2110","Khartoum","Sudan",-0- 
4774,3104,"Al-Baladiya Avenue, P.O. Box 309","Khartoum","Sudan",-0- 
4775,3105,-0- ,"Khartoum","Sudan",-0- 
4776,3106,"P.O. Box 159","Wad Medani","Sudan",-0- 
4777,3107,"P.O. Box 2241","Khartoum","Sudan",-0- 
4778,3108,-0- ,"Omdurman","Sudan",-0- 
4779,3109,"P.O. Box 369","Khartoum","Sudan",-0- 
4780,3110,"Bariman Avenue, P.O. Box 408","Khartoum","Sudan",-0- 
4781,3111,-0- ,"Khartoum","Sudan",-0- 
4782,3112,-0- ,"Khartoum","Sudan",-0- 
4785,3118,"United Nations Square, P.O. Box 1722","Khartoum","Sudan",-0- 
6330,3772,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6330,3773,"Carrera 38B No. 76-40","Barranquilla","Colombia",-0- 
6330,3774,"c/o GRAN COMPANIA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6330,3775,"c/o HOTELES E INMUEBLES DE COLOMBIA LTDA.","Barranquilla","Colombia",-0- 
6330,3776,"c/o INMOBILIARIA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6330,3777,"c/o INMOBILIARIA HOTELERA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6330,3778,"c/o INVERSIONES HOTELERAS DEL LITORAL LTDA.","Barranquilla","Colombia",-0- 
6330,3779,"c/o INVERSIONES PRADO TRADE CENTER LTDA.","Barranquilla","Colombia",-0- 
6330,3780,"c/o NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6330,3781,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6330,3782,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA., Y CIA. S.C.A.","Barranquilla","Colombia",-0- 
6330,3783,"c/o PROMOTORA HOTEL BARRANQUILLA LTDA.","Barranquilla","Colombia",-0- 
6330,3784,"c/o SURAMERICANA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6330,3785,"c/o EDIFICACIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6330,3786,"c/o DESARROLLOS URBANOS 'DESARROLLAR' LTDA.","Barranquilla","Colombia",-0- 
6330,3787,"c/o AGRICOLA SONGO LTDA.","Barranquilla","Colombia",-0- 
6331,3788,"c/o DESARROLLOS URBANOS 'DESARROLLAR' LTDA.","Barranquilla","Colombia",-0- 
6331,3789,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6331,3790,"c/o INMOBILIARIA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6331,3791,"c/o INMOBILIARIA HOTELERA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6331,3792,"c/o INVERSIONES HOTELERAS DEL LITORAL LTDA.","Barranquilla","Colombia",-0- 
6331,3793,"c/o INVERSIONES PRADO TRADE CENTER LTDA.","Barranquilla","Colombia",-0- 
6331,3794,"c/o NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6331,3795,"c/o SURAMERICANA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6331,3796,"c/o GRAN COMPANIA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6331,3797,"c/o HOTELES E INMUEBLES DE COLOMBIA LTDA.","Barranquilla","Colombia",-0- 
6331,3798,"c/o EDIFICACIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6332,3799,"c/o CLINICA ESPECIALIZADA DEL VALLE S.A.","Cali","Colombia",-0- 
6332,3800,"c/o HIELO CRISTAL Y REFRIGERACION LTDA.","Cali","Colombia",-0- 
6332,3801,"c/o INVERSIONES JAER LTDA.","Cali","Colombia",-0- 
6332,3802,"c/o INVERSIONES SAN JOSE LTDA.","Cali","Colombia",-0- 
6332,3803,"c/o CONSTRUCTORA CENTRAL DEL VALLE LTDA.","Cali","Colombia",-0- 
6332,3804,"Calle 39 No. 1H-31","Cali","Colombia",-0- 
6332,3805,"Carrera 1H No. 39-56","Cali","Colombia",-0- 
6332,3806,"c/o PARQUE INDUSTRIAL LAS DELICIAS LTDA.","Cali","Colombia",-0- 
6332,3807,"c/o MARIN ESTRADA Y CIA S. EN C.S.","Cali","Colombia",-0- 
6333,4185,"c/o AGRICOLA SONGO LTDA.","Barranquilla","Colombia",-0- 
6333,4186,"c/o GRAN COMPANIA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6333,4187,"c/o HOTELES E INMUEBLES DE COLOMBIA LTDA.","Barranquilla","Colombia",-0- 
6333,4188,"c/o DESARROLLOS URBANOS 'DESARROLLAR' LTDA.","Barranquilla","Colombia",-0- 
6333,4189,"c/o EDIFICACIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6333,4190,"c/o INVERSIONES HOTELERAS DEL LITORAL LTDA.","Barranquilla","Colombia",-0- 
6333,4191,"c/o INVERSIONES PRADO TRADE CENTER LTDA.","Barranquilla","Colombia",-0- 
6333,4192,"c/o NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6333,4193,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6333,4194,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA., Y CIA. S.C.A.","Barranquilla","Colombia",-0- 
6333,4195,"c/o PROMOTORA HOTEL BARRANQUILLA LTDA.","Barranquilla","Colombia",-0- 
6333,4196,"c/o INMOBILIARIA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6333,4197,"c/o INMOBILIARIA HOTELERA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6333,4198,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6333,4199,"c/o SURAMERICANA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6333,4200,"c/o INVERSIONES NAMOS Y CIA. LTDA.","Barranquilla","Colombia",-0- 
6333,4201,"c/o K. P. TO JEANS WEAR S. DE H.","Barranquilla","Colombia",-0- 
6334,4202,"c/o DESARROLLOS URBANOS 'DESARROLLAR' LTDA.","Barranquilla","Colombia",-0- 
6334,4203,"c/o GRAN COMPANIA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6334,4204,"c/o HOTELES E INMUEBLES DE COLOMBIA LTDA.","Barranquilla","Colombia",-0- 
6334,4205,"c/o INMOBILIARIA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6334,4206,"c/o EDIFICACIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6334,4207,"c/o INVERSIONES HOTELERAS DEL LITORAL LTDA.","Barranquilla","Colombia",-0- 
6334,4208,"c/o INVERSIONES PRADO TRADE CENTER LTDA.","Barranquilla","Colombia",-0- 
6334,4209,"c/o NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6334,4210,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6334,4211,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA., Y CIA. S.C.A.","Barranquilla","Colombia",-0- 
6334,4212,"c/o PROMOTORA HOTEL BARRANQUILLA LTDA.","Barranquilla","Colombia",-0- 
6334,4213,"c/o SURAMERICANA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6334,4214,"c/o INMOBILIARIA HOTELERA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6334,4215,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6334,4216,"c/o AGRICOLA SONGO LTDA.","Barranquilla","Colombia",-0- 
6334,4217,"Carrera 54 No. 74-79","Barranquilla","Colombia",-0- 
6334,4218,"Carrera 54 No. 75-97 piso 2","Barranquilla","Colombia",-0- 
6334,4219,"c/o CAMPO VERDE LTDA.","Barranquilla","Colombia",-0- 
6334,4220,"c/o VILLA DE ARTE S. DE H.","Barranquilla","Colombia",-0- 
6335,3808,"c/o PROMOTORA HOTEL BARRANQUILLA LTDA.","Barranquilla","Colombia",-0- 
6335,3809,"c/o SURAMERICANA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6335,3810,"c/o INMOBILIARIA HOTELERA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6335,3811,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6335,3812,"c/o AGRICOLA SONGO LTDA.","Barranquilla","Colombia",-0- 
6335,3813,"c/o DESARROLLOS URBANOS 'DESARROLLAR' LTDA.","Barranquilla","Colombia",-0- 
6335,3814,"c/o EDIFICACIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6335,3815,"c/o GRAN COMPANIA DE HOTELES LTDA.","Barranquilla","Colombia",-0- 
6335,3816,"c/o HOTELES E INMUEBLES DE COLOMBIA LTDA.","Barranquilla","Colombia",-0- 
6335,3817,"c/o INMOBILIARIA DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6335,3818,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6335,3819,"c/o INVERSIONES HOTELERAS DEL LITORAL LTDA.","Barranquilla","Colombia",-0- 
6335,3820,"c/o INVERSIONES PRADO TRADE CENTER LTDA.","Barranquilla","Colombia",-0- 
6335,3821,"c/o NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.","Barranquilla","Colombia",-0- 
6335,3822,"c/o PROMOCIONES Y CONSTRUCCIONES DEL CARIBE LTDA., Y CIA. S.C.A.","Barranquilla","Colombia",-0- 
6335,4740,"c/o HAPPY DAYS S. de H.","Barranquilla","Colombia",-0- 
6335,4741,"c/o VESTIMENTA J Y J S. de H.","Barranquilla","Colombia",-0- 
6336,3823,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6337,3824,"Apartado Aereo 32412","Cali","Colombia",-0- 
6337,3825,"Carrera 46 No. 9C-85","Cali","Colombia",-0- 
6337,3826,"Carrera 40 No. 6-50, Of. 1501","Cali","Colombia",-0- 
6337,3827,"Calle 10 No. 44A-26","Cali","Colombia",-0- 
6338,3828,"Calle 10 No. 44A-26","Cali","Colombia",-0- 
6339,3829,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6340,3830,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6341,3831,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6342,3832,"Carrera 44A No. 9C-85","Bogota","Colombia",-0- 
6342,3833,"Carrera 8 No. 32-16","Cali","Colombia",-0- 
6343,3834,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6344,3835,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6345,3836,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6346,3837,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6347,3838,"Apartado Aereo 10454","Cali","Colombia",-0- 
6347,3839,"Carrera 7 No. 34-341 Bodega 7","Cali","Colombia",-0- 
6347,3840,"Carrera 1H No. 39-42","Cali","Colombia",-0- 
6347,3841,"Calle 6A Norte No. 2N-36 of. 436","Cali","Colombia",-0- 
6348,3842,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6349,3843,"Carrera 7 No. 34-341","Cali","Colombia",-0- 
6349,3844,"Calle 44 No. 1E-135","Cali","Colombia",-0- 
6349,3845,"Calle 44 No. 1E-155","Cali","Colombia",-0- 
6349,3846,"Apartado Aereo 10454","Cali","Colombia",-0- 
6350,3847,"Carrera 8 No. 32-16","Cali","Colombia",-0- 
6350,3848,"Calle 44 No. 1E-155","Cali","Colombia",-0- 
6350,3849,"Calle 45 No. 1E-86","Cali","Colombia",-0- 
6350,3850,"Apartado Aereo 1175","Cali","Colombia",-0- 
6351,3851,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6352,3852,"Carrera 7 No. 34-341 L-6","Cali","Colombia",-0- 
6352,3853,"Carrera 7 No. 34-341","Cali","Colombia",-0- 
6353,3854,"Calle 78 No. 53-70 Centro Comercial Villa Country","Barranquilla","Colombia",-0- 
6353,3855,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6353,3856,"Carrera 54 No. 72-147","Barranquilla","Colombia",-0- 
6353,3857,"Carrera 55 No. 72-109 Piso 1","Barranquilla","Colombia",-0- 
6353,3858,"Carrera 56 No. 70-60","Barranquilla","Colombia",-0- 
6353,3859,"Carrera 54 No. 72-80 Ejecutivo I","Barranquilla","Colombia",-0- 
6353,3860,"Carrera 57 No. 79-149","Barranquilla","Colombia",-0- 
6354,3861,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6354,3862,"Carrera 54 No. 72-80 L-21 Ejecutivo I","Barranquilla","Colombia",-0- 
6354,3863,"Calle 78 No. 53-70 Centro Comercial Villa Country","Barranquilla","Colombia",-0- 
6354,3864,"Carrera 55 No. 80-192","Barranquilla","Colombia",-0- 
6354,3865,"Carrera 55 No. 80-192 Ap. 6","Barranquilla","Colombia",-0- 
6354,3866,"Apartado Aereo 50183","Barranquilla","Colombia",-0- 
6354,3867,"Carrera 54 No. 72-147 L-115","Barranquilla","Colombia",-0- 
6354,3868,"Apartado Aereo 51110","Barranquilla","Colombia",-0- 
6355,3869,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6355,3870,"Apartado Aereo 51110","Barranquilla","Colombia",-0- 
6356,3871,"Calle 74 No. 53-30","Barranquilla","Colombia",-0- 
6365,3872,-0- ,-0- ,-0- ,-0- 
6366,3873,-0- ,-0- ,-0- ,-0- 
6367,3874,-0- ,-0- ,-0- ,-0- 
6368,3875,-0- ,-0- ,-0- ,-0- 
6373,3876,"P.O. Box 97","Khartoum","Sudan",-0- 
6374,3877,"P.O. Box 1","Khartoum North","Sudan",-0- 
6375,3878,"P.O. Box 2067","Khartoum","Sudan",-0- 
6376,3879,-0- ,"Durdeib","Sudan",-0- 
