Issue_Sym_Id,Issue_Short_Nm,Status,Issue_Type_Cd
MTTM,MATTMAR MINERALS,ACTIVE,Common Stock
MTUC,MUTUAL COMMUNITY SVG,ACTIVE,Common Stock
MTWD,METWOOD INC,ACTIVE,Common Stock
MTWOE,M 2003 PLC SPON ADR,ACTIVE,American Depositary Shares
MVLY,MISSION VLY BCP CA,ACTIVE,Common Stock
MVOG,MAVERICK OIL & GAS,ACTIVE,Common Stock
MVSI,MEDIAVEST INC,ACTIVE,Common Stock
MVTSE,MOVENTIS CAPITAL INC,ACTIVE,Common Stock
MWFS,MID-WISCONSIN FINL SVCS INC,ACTIVE,Common Stock
MWII,MARWICH II LTD,ACTIVE,Common Stock
MWIS,M-WISE INC,ACTIVE,Common Stock
MWPSL,MIDAMERICAN ERY3.90,ACTIVE,Preferred Stock
MWPSM,MIDAMERICAN ERY 3.75,ACTIVE,Preferred Stock
MWPSP,MIDAMERICAN ERY 4.20,ACTIVE,Preferred Stock
MWUC,MIDWEST URANIUM CORP,ACTIVE,Common Stock
MWWC,MARKETING WORLDWIDE,ACTIVE,Common Stock
MWXI,MOUNTAINS WEST EXPLR,ACTIVE,Common Stock
MXEH,MAX ENTERTAINMNT HLD,ACTIVE,Common Stock
MXES,MATRIX ENERGY SVCS,ACTIVE,Common Stock
MXFD,MAXLIFE FUND CORP.,ACTIVE,Common Stock
MXNU,"MAX NUTRITION, INC.",ELIGIBLE,Common Stock
MXOM,MEXORO MINERALS LTD,ACTIVE,Common Stock
MXROF,MAX RESOURCE CORP,ACTIVE,Ordinary Shares
MXXRE,MATRIXX RESOURCE HLD,ACTIVE,Common Stock
MYBF,MUNCY BANK FINL (PA),ACTIVE,Common Stock
MYNG,GOLDEN EAGLE INTL,ACTIVE,Common Stock
MYRA,MYRIAD ENTERTMT RSRT,ACTIVE,Common Stock
MYST,"MYSTARU.COM, INC.",ACTIVE,Common Stock
MYTC,MYSTICA CANDLE CORP,ACTIVE,Common Stock
MZAV,MONZA VENTURES INC,ACTIVE,Common Stock
NAAC,NORTHEAST AUTO ACCEP,ELIGIBLE,Common Stock
NADVF,NATURALLY ADVAN TECH,ACTIVE,Ordinary Shares
NAGA,NORTH AMER NATRL GAS,ACTIVE,Common Stock
NAGM,NORTH AMERN GAMING & ENTER,ACTIVE,Common Stock
NAMC,NORTH AMERICAN TECHS,ACTIVE,Common Stock
NANB,NORTH ATLANTA NATL B,ACTIVE,Common Stock
NANS,NANOSCIENCE TECH INC,ACTIVE,Common Stock
NAUG,NOWAUTO GROUP INC,ELIGIBLE,Common Stock
NAVH,NAVTECH INC,ACTIVE,Common Stock
NAWL,NATUREWELL INC,ACTIVE,Common Stock
NAYN,NAYNA NETWORKS INC,ACTIVE,Common Stock
NBCT,NORTHWEST BANCP (WA),ACTIVE,Common Stock
NBIV,NOBLE INNOVATIONS,ACTIVE,Common Stock
NBLQ,"NOBLE QUEST, INC.",ELIGIBLE,Common Stock
NBMF,NB MANUFACTURING INC,ACTIVE,Common Stock
NBOH,NATIONAL BANCSHARES CORP OHIO,ACTIVE,Common Stock
NBTE,"NB TELECOM, INC.",ACTIVE,Common Stock
NCAL,NCAL BANCORP CA,ACTIVE,Common Stock
NCBF,NATURE COAST BK (FL),ACTIVE,Common Stock
NCEH,NEW CENTURY EQ HLDGS,ACTIVE,Common Stock
NCEY,NEW CENTURY ENERGY,ACTIVE,Common Stock
NCFT,FIRST TRUST BANK (NC),ACTIVE,Common Stock
NCII,NATCO INTL INC,ACTIVE,Common Stock
NCLC,NORCAL COMMTY BCP CA,ACTIVE,Common Stock
NCLI,NORTH COAST LIFE INS,ACTIVE,Common Stock
NCLIP,NORTH COAST LIFE P,ACTIVE,Preferred Stock
NCNB,NO CALIF NATL BK(CA),ACTIVE,Common Stock
NCNC,NEW CENTURY CO INC,ACTIVE,Common Stock
NCOA,NCOAT INC,ACTIVE,Common Stock
NCPR,NORTH COAST PARTNERS,ACTIVE,Common Stock
NCTW,NASCENT WINE CO INC,ACTIVE,Common Stock
NDCB,NEW DESIGN CABNT NEW,ACTIVE,Common Stock
NECX,NATHANIEL ENERGY CP,ACTIVE,Common Stock
NEGI,NATIONAL ENERGY GROUP NEW,ACTIVE,Common Stock
NEGS,NATIONAL ENERGY SVCS,ACTIVE,Common Stock
NEIK,NORTHSTAR ELECTRNCS,ACTIVE,Common Stock
NENA,NEENAH ENTERPRISES,ELIGIBLE,Common Stock
NEOM,NEOMEDIA TECHS INC,ACTIVE,Common Stock
NEOP,NEOPROBE CORPORATION,ACTIVE,Common Stock
NEXA,NEXIA HOLDINGS NEW,ACTIVE,Common Stock
NFBH,NETFABRIC HOLDINGS,ACTIVE,Common Stock
NFEI,NEW FRONTIER ENERGY,ACTIVE,Common Stock
NFES,NF ENERGY SAVING CP,ACTIVE,Common Stock
NFLA,NATIONAL FILING AGEN,ACTIVE,Common Stock
NFON,NETFONE INC,ACTIVE,Common Stock
NFSE,NFINANSE INC,ACTIVE,Common Stock
NFTI,NOFIRE TECHNOLOGIES INC,ACTIVE,Common Stock
NGLPF,NEVADA GEOTHERMAL PW,ACTIVE,Ordinary Shares
NGMC,NEXT GENERATION MEDI,ACTIVE,Common Stock
NGNM,NEOGENOMICS INC,ACTIVE,Common Stock
NGPX,NEW GENERATION HLDGS,ACTIVE,Common Stock
NHLD,NATIONAL HOLDINGS,ACTIVE,Common Stock
NHPR,NATIONAL HEALTH PTR,ACTIVE,Common Stock
NIDB,NORTHEAST IND BN NEW,ACTIVE,Common Stock
NIHK,NIGHTHAWK SYSTEMS,ACTIVE,Common Stock
NILR,NILAM RESOURCES INC,ACTIVE,Common Stock
NILT,NILE THERAPEUTICS,ACTIVE,Common Stock
NIMU,NON INVASIVE MONITORNG SYS NEW,ACTIVE,Common Stock
NIVM,NATIONAL INVSTMT MGR,ACTIVE,Common Stock
NJMC,NEW JERSEY MINING COMPANY,ACTIVE,Common Stock
NMCH,NEWMARKET CHINA INC,ACTIVE,Common Stock
NMEN,NEW MEDIUM ENTERPRIS,ACTIVE,Common Stock
NMKT,NEWMARKET TECHNOLOGY,ACTIVE,Common Stock
NMNB,NEW MILLENNIUM BK NJ,ACTIVE,Common Stock
NMTR,NEW YORK MORTGAGE T,ELIGIBLE,Common Stock
NMXC,NEW MEXICO SOFTWARE,ACTIVE,Common Stock
NNAN,NATURALNANO INC,ACTIVE,Common Stock
NNBP,NANOBAC PHARMACEUTLS,ACTIVE,Common Stock
NNJT,NANO JET CORP,ACTIVE,Common Stock
NNKL,NORDIC NICKEL LTD.,ACTIVE,Common Stock
NNOH,NANO HOLDINGS INTL,ACTIVE,Common Stock
NNPP,NANO PROPRIETARY INC,ACTIVE,Common Stock
NNSR,NANOSENSORS INC,ACTIVE,Common Stock
NNTN,NATURAL NUTRITION,ACTIVE,Common Stock
NNUP,NOCOPI TECHS INC,ACTIVE,Common Stock
NNVC,NANOVIRICIDES INC,ACTIVE,Common Stock
NODB,NORTH DALLAS BK&TR CO TEX,ACTIVE,Common Stock
NOGS,NORTHERN OIL AND GAS,ACTIVE,Common Stock
NOVO,NOVORI INC,ACTIVE,Common Stock
NPBP,NORTH PENN BCORP NEW,ELIGIBLE,Common Stock
NPDI,NEPTUNE INDUSTRIES,ACTIVE,Common Stock
NPDP,NEW PARADIGM PR NEW,ACTIVE,Common Stock
NPDV,NATIONAL PATENT DEV,ACTIVE,Common Stock
NPHC,NUTRA PHARMA CORP,ACTIVE,Common Stock
NPWS,NEAH POWER SYSTEMS,ACTIVE,Common Stock
NQCI,NATIONAL QUALTY CARE,ACTIVE,Common Stock
NRGX,NEUROLOGIX INC,ACTIVE,Common Stock
NRLB,NORTHERN CALIFORNIA ,ACTIVE,Common Stock
NRMG,NATIONAL REALTY,ACTIVE,Common Stock
NRMH,NORAM CAPITAL HOLDIN,ACTIVE,Common Stock
NROM,NOBLE ROMANS INC,ACTIVE,Common Stock
NRPT,NORPAC TECHNOLOGIES,ACTIVE,Common Stock
NRSS,NURSE SOLUTIONS,ACTIVE,Common Stock
NRWS,NARROWSTEP INC,ACTIVE,Common Stock
NSARO,NSTAR ELECT 4.78 PFD,ACTIVE,Preferred Stock
NSARP,NSTAR ELECT 4.25 PFD,ACTIVE,Preferred Stock
NSATF,NORSAT INTL INC,ACTIVE,Ordinary Shares
NSBC,NORTH STATE BNCORP,ACTIVE,Common Stock
NSBK,NORTHERN STAR FINCL,ACTIVE,Common Stock
NSCT,NATIONAL SCIEN CP,ACTIVE,Common Stock
NSEO,NS8 CORPORATION,ACTIVE,Common Stock
NSLT,NANO SUPERLATTICE,ACTIVE,Common Stock
NSOL,NUCLEAR SOLUTIONS,ACTIVE,Common Stock
NSSI,NETWORK-1 SEC SOLU,ACTIVE,Common Stock
NSTLQ,NATIONAL STEEL CORP,ACTIVE,Common Stock
NTDL,NUTECH DIGITAL INC,ACTIVE,Common Stock
NTFY,NOTIFY TECH CORP,ACTIVE,Common Stock
NTHH,NT HOLDING CORP,ACTIVE,Common Stock
NTHR,NEWTECH RESOURCES,ACTIVE,Common Stock
NTLNF,NORTHCORE TECHNOLOGS,ACTIVE,Ordinary Shares
NTMI,NT MEDIA CORP CA,ACTIVE,Common Stock
NTMS,"NETTIME SOLUTIONS, I",ACTIVE,Common Stock
NTRN,NEUTRON ENTERPRISES,ACTIVE,Common Stock
NTRO,NITRO PETROLEUM INC,ACTIVE,Common Stock
NTRZ,NUTRACEA,ACTIVE,Common Stock
NTTL,NETTEL HOLDINGS INC,ACTIVE,Common Stock
NTYN,NEW TAOHUAYUAN CULTR,ACTIVE,Common Stock
NUBC,NORTHUMBERLAND BANCORP,ACTIVE,Common Stock
NUGR,NUGGET RESOURCES,ACTIVE,Common Stock
NULM,NEW ULM TELECOM,ACTIVE,Common Stock
NUMX,NU MEX URANIUM CORP,ACTIVE,Common Stock
NUNC,NUANCE RESOURCES CRP,ELIGIBLE,Common Stock
NUVM,NUVIM INC,ACTIVE,Common Stock
NUVMW,NUVIM INC WTS A,ACTIVE,Warrant
NUVMZ,NUVIM INC WTS B,ACTIVE,Warrant
NVBT,NASHVILLE BK & TR TN,ACTIVE,Common Stock
NVDF,NAVIDEC FNCL SVCS,ACTIVE,Common Stock
NVFN,NUEVO FINANCIAL CNTR,ACTIVE,Common Stock
NVIC,N-VIRO INTL CORP,ACTIVE,Common Stock
NVLT,NOVELOS THERAPEUTICS,ACTIVE,Common Stock
NVMH,NAVSTAR MEDIA HDGS,ACTIVE,Common Stock
NVNT,NOVINT TECHNOLOGIES,ACTIVE,Common Stock
NVSC,NEVSTAR CORPORATION,ACTIVE,Common Stock
NWBD,NEW WORLD BRANDS INC,ACTIVE,Common Stock
NWBM,NORTHWESTERN BCP MI,ACTIVE,Common Stock
NWBN,NEW RESOURCE BANK CA,ACTIVE,Common Stock
NWBO,NORTHWEST BIOTH NEW,ACTIVE,Common Stock
NWCB,NEWNAN COWETA BANC,ACTIVE,Common Stock
NWCH,NEWS OF CHINA INC.,ACTIVE,Common Stock
NWCN,NETWORK CN INC,ACTIVE,Common Stock
NWGN,NEWGEN TECHNOLOGIES,ACTIVE,Common Stock
NWIN,NORTHWEST INDIANA BANCORP,ACTIVE,Common Stock
NWLM,NEWTOWN LANE MARKETG,ACTIVE,Common Stock
NWLS,NEW LIFE SCIENTFIC,ACTIVE,Common Stock
NWMD,NEW MEDIA LOTTERY SV,ACTIVE,Common Stock
NWMO,"NEW MOTION, INC.",ACTIVE,Common Stock
NWPG,NEWPORT GOLD INC,ACTIVE,Common Stock
NWURF,NWT URANIUM CORP.,ACTIVE,Common Stock
NWYF,NORTHWAY FINL INC #,ACTIVE,Common Stock
NXHZ,NEXHORIZON COMMUNICT,ACTIVE,Common Stock
NXMR,NEXTMART INC,ACTIVE,Common Stock
NXPN,NORTHERN EXPLORATION,ACTIVE,Common Stock
NXPW,NEXTPHASE WIRELESS,ACTIVE,Common Stock
NXRA,NEXTERA ENTERPRISES,ACTIVE,Common Stock
NXTI,NEXT INC,ACTIVE,Common Stock
NZYM,SYNTHETECH INC,ACTIVE,Common Stock
OAKR,OAKRIDGE ENERGY INC,ACTIVE,Common Stock
OBTLY,ORBITAL CORP LTD,ACTIVE,American Depositary Shares
OCBB,ORANGE COUNTY BUS BK,ACTIVE,Common Stock
OCBN,ORANGE COMMUNITY BCP,ACTIVE,Common Stock
OCEX,OCEANIC EXPLORATION CO,ACTIVE,Common Stock
OCFL,OC FINANCIAL INC OH,ACTIVE,Common Stock
OCLG,ONCOLOGIX TECH INC,ACTIVE,Common Stock
OCTI,OCTUS INC,ACTIVE,Common Stock
OCTL,OCTILLION CORP NEW,ACTIVE,Common Stock
ODYC,ODYNE CORPORATION,ACTIVE,Common Stock
OECI,ORBIT E-COMMERCE INC,ACTIVE,Common Stock
OEGY,OPEN ENERGY CORP,ACTIVE,Common Stock
OEHL,ORION ETHANOL INC,ACTIVE,Common Stock
OGTX,ORGANETIX INC,ACTIVE,Common Stock
OHAQ,ORACLE HEALTH ACQ,ACTIVE,Common Stock
OHAQU,ORACLE HEALTHCARE UT,ACTIVE,Unit
OHAQW,ORACLE HEALTH ACQ WT,ACTIVE,Warrant
OHBK,OLD HARBOR BK FL,ACTIVE,Common Stock
OHIPM,OHIO POWER CO 4.50,ACTIVE,Preferred Stock
OHIPN,OHIO POWER CO 4.40,ACTIVE,Preferred Stock
OHIPO,OHIO POWER CO 4.20,ACTIVE,Preferred Stock
OHIPP,OHIO POWER CO 4.08,ACTIVE,Preferred Stock
OHPB,OHANA PACIFIC BK HI,ACTIVE,Common Stock
OISI,OPHTHALMIC IMAGING SYS INC,ACTIVE,Common Stock
OJCB,OJAI COMMUNITY BK CA,ACTIVE,Common Stock
OKFC,OAK FINANCIAL CORP,ACTIVE,Common Stock
OKME,OAK RIDGE MICRO ENER,ACTIVE,Common Stock
OKNV,OKANA VENTURES INC,ELIGIBLE,Common Stock
OKRG,OAKRIDGE HOLDINGS INC,ACTIVE,Common Stock
OLEPF,OROMIN EXPLORATIONS,ACTIVE,Ordinary Shares
OLGX,OSTEOLOGIX INC,ACTIVE,Common Stock
OMAG,OMAGINE INC,ACTIVE,Common Stock
OMCM,OMNICOMM SYSTEMS INC,ACTIVE,Common Stock
OMGU,OMEGA UNITED INC,ACTIVE,Common Stock
OMGV,OMEGA VENTURES GROUP,ACTIVE,Common Stock
OMTL,OMTOOL LTD,ACTIVE,Common Stock
ONEV,ONE VOICE TECH INC,ACTIVE,Common Stock
ONGO,ON THE GO HLTHCARE,ACTIVE,Common Stock
ONJP,1 900 JACKPOT INC,ACTIVE,Common Stock
ONLF,ONELIFE HLTH PRDCTS,ACTIVE,Common Stock
ONSC,ONSCREEN TECHS INC,ACTIVE,Common Stock
ONVC,ONLINE VACATION CTR,ACTIVE,Common Stock
OOGI,ODYSSEY OIL & GAS,ACTIVE,Common Stock
OOLN,OASIS ONLINE TECHS,ACTIVE,Common Stock
OPBL,OPTIONABLE INC,ACTIVE,Common Stock
OPBP,OREGON PACIFIC BCP,ACTIVE,Common Stock
OPCO,OURPETS COMPANY,ACTIVE,Common Stock
OPGX,OPTIGENEX INC,ACTIVE,Common Stock
OPTI,O P TI INC,ACTIVE,Common Stock
OPTO,OPTIO SOFTWARE INC,ACTIVE,Common Stock
OPXI,OPES EXPLORATION,ACTIVE,Common Stock
ORDT,ORION DIVERSIFIED,ACTIVE,Common Stock
ORFR,ORBIT/FR INC,ACTIVE,Common Stock
ORGT,ORGANITECH USA INC,ACTIVE,Common Stock
ORHIE,OMNIRELIANT HOLDINGS,ACTIVE,Common Stock
ORMP,ORAMED PHARMACEUTICL,ACTIVE,Common Stock
ORNC,ORANCO INC,ACTIVE,Common Stock
ORRF,ORRSTOWN FINL SVCS INC,ACTIVE,Common Stock
OSBI,OHIO STATE BANCSH,ACTIVE,Common Stock
OSIIF,OSI GEOSPATIAL INC,ACTIVE,Ordinary Shares
OTCI,ORTEC INTL INC,ACTIVE,Common Stock
OTES,OP-TECH ENVIRONMENTAL SVCS,ACTIVE,Common Stock
OTGO,ORGANIC TO GO FOOD,ACTIVE,Common Stock
OTMI,OPTIMUM INTERACTIVE,ACTIVE,Common Stock
OTOW,O2 SECURE WIRELESS,ACTIVE,Common Stock
OTTRO,OTTER TAIL CORP,ACTIVE,Preferred Stock
OTTRP,OTTER TAIL CORP,ACTIVE,Preferred Stock
OTTW,OTTAWA SAVING BCP IL,ACTIVE,Common Stock
OUBE,OUTBACK ENERGY CORP,ACTIVE,Common Stock
OVCR,OLIVER CREEK RESOURC,ACTIVE,Common Stock
OVYB,OAK VALLEY COM BK CA,ACTIVE,Common Stock
OXBC,OXFORD BANK CORP,ACTIVE,Common Stock
OXIHF,OXFORD INVESTMENTS H,ACTIVE,Ordinary Shares
OXIS,OXIS INTL INC,ACTIVE,Common Stock
PABR,PATTERSON BROOKE RES,ELIGIBLE,Common Stock
PACI,PRECISION AUTO,ACTIVE,Common Stock
PALC,PACIFIC ALLIANCE CP,ACTIVE,Common Stock
PAPM,PLAN A PROMOTIONS,ACTIVE,Common Stock
PAPO,PANGEA PETROLEUM,ACTIVE,Common Stock
PAQS,PRINCETON ACQUISITIO,ELIGIBLE,Common Stock
PARDP,PONIARD PHARMA PFD,ACTIVE,Preferred Stock
PARF,PARADISE INC,ACTIVE,Common Stock
PASW,PASW INC,ACTIVE,Common Stock
PATD,PATAPSCO BANCORP INC,ACTIVE,Common Stock
PAVC,PAIVIS CORP,ACTIVE,Common Stock
PAWEF,PACIFIC NORTHWES CAP,ACTIVE,Ordinary Shares
PAYD,PAID INC,ACTIVE,Common Stock
PAYI,PAY88 INC,ACTIVE,Common Stock
PBBB,PEBBLE BEACH ENTRPR,ACTIVE,Common Stock
PBBK,PROFESSIONAL BUS BK,ACTIVE,Common Stock
PBCA,PRIVATE BANK OF CA,ACTIVE,Common Stock
PBCE,PEOPLES BANCORPORATION (SC),ACTIVE,Common Stock
PBCO,PEOPLES BK OF COM OR,ACTIVE,Common Stock
PBCP,POLONIA BANCORP (PA),ACTIVE,Common Stock
PBME,PACIFIC BIOMETRICS N,ACTIVE,Common Stock
PBNK,PINNACLE BANK (CA),ACTIVE,Common Stock
PBOF,PURE BIOFUELS CORP,ACTIVE,Common Stock
PBOWP,PITNEY BOWES4.00 PFD,ACTIVE,Preferred Stock
PBPC,PRIVATE BK PENINSULA,ACTIVE,Common Stock
PBSV,PHARMA BIO SERV INC,ACTIVE,Common Stock
PCBN,PIEDMONT COMM BK GRP,ACTIVE,Common Stock
PCBP,PREMIER COMML BCP CA,ACTIVE,Common Stock
PCCB,PASCACK COMM BK (NJ),ACTIVE,Common Stock
PCFG,PACIFIC GOLD CORP,ACTIVE,Common Stock
PCFHF,PACIFIC HARBOUR CAP,ACTIVE,Ordinary Shares
PCHN,PORTALTOCHINA.COM,ACTIVE,Common Stock
PCLI,PROTOCALL TECHNOLOGS,ACTIVE,Common Stock
PCMT,PCMT CORPORATION,ACTIVE,Common Stock
PCOM,PRINTING COMPONENTS,ELIGIBLE,Common Stock
PCPWP,PACIFICORP 5.40 PFD,ACTIVE,Preferred Stock
PCQC,PANTHWON CHINA ACQ,ACTIVE,Common Stock
PCQCU,PANTHEON CHINA AQ UT,ACTIVE,Unit
PCQCW,PANTHEON CHINA AQ WT,ACTIVE,Warrant
PCST,PACIFIC COAST NAT BK,ACTIVE,Common Stock
PCSV,PCS EDVENTURES COM,ACTIVE,Common Stock
PCYG,PARK CITY GROUP INC,ACTIVE,Common Stock
PCYN,PROCYON CORP  NEW,ACTIVE,Common Stock
PDAE,PANDA ETHANOL INC,ACTIVE,Common Stock
PDEP,PUREDEPTH INC,ACTIVE,Common Stock
PDGE,PDG-ENVIRONMENTAL INC,ACTIVE,Common Stock
PDHO,PARADIGM HLDGS (WY),ACTIVE,Common Stock
PDOB,PRESIDIO BANK,ACTIVE,Common Stock
PDPR,PEDIATRIC PROSTHETIC,ACTIVE,Common Stock
PEFF,POWER EFFICIENCY CP,ACTIVE,Common Stock
PEYG,PLURIS ENERGY GROUP,ACTIVE,Common Stock
PFBN,PACIFIC ALLINC BK CA,ACTIVE,Common Stock
PFCE,PACIFIC FUEL CELL CP,ACTIVE,Common Stock
PFCF,PACIFIC CITY FINL CP,ACTIVE,Common Stock
PFCI,PACIFIC COMMRC BK CA,ACTIVE,Common Stock
PFDB,PATRIOT FED BK (NY),ACTIVE,Common Stock
PFEN,PERFECTENERGY INTL,ACTIVE,Common Stock
PFGD,PACIFIC GOLDRIM RES,ACTIVE,Common Stock
PFIS,PEOPLES FINL SVCS CO,ACTIVE,Common Stock
PFLC,PACIFIC FINANCIAL CO,ACTIVE,Common Stock
PFNH,PERFISANS HOLDINGS,ACTIVE,Common Stock
PFNL,PLYMOUTH FINANCL MI,ACTIVE,Common Stock
PFNO,PARAFIN CORP,ACTIVE,Common Stock
PFNS,PENSECO FINANCIAL SVCS CORP,ACTIVE,Common Stock
PFOH,PERPETUAL FED SV OH,ACTIVE,Common Stock
PFSD,PACIFIC SANDS INC,ACTIVE,Common Stock
PFTI,PURADYN FILTER TECH,ACTIVE,Common Stock
PGNEE,PRIMEGEN ENERGY CORP,ACTIVE,Common Stock
PGNN,PARAGON NATL BK (TN),ACTIVE,Common Stock
PGOL,PATRIOT GOLD CORP,ACTIVE,Common Stock
PGRD,PROGUARD ACQUISITION,ACTIVE,Common Stock
PGRI,PLATINUM ENERGY,ACTIVE,Common Stock
PGRIU,PLATINUM ENGY RES UT,ACTIVE,Unit
PGRIW,PLATINUM ENERGY WT,ACTIVE,Warrant
PGRM,PENGRAM CORPORATION,ACTIVE,Common Stock
PGSW,PEGASUS WIRELESS,ACTIVE,Common Stock
PHCO,PACIFIC HEALTH CARE,ACTIVE,Common Stock
PHFB,PHANTOM FIBER CORP,ACTIVE,Common Stock
PHLH,PACER HEALTH CORP,ACTIVE,Common Stock
PHLI,PACIFICHEALTH LABS,ACTIVE,Common Stock
PHPG,PHOTONIC PRODUCTS,ACTIVE,Common Stock
PHST,PHARSIGHT CORP,ACTIVE,Common Stock
PHTW,PHOTOWORKS INC,ACTIVE,Common Stock
PHUN,PETROHUNTER ENERGY,ACTIVE,Common Stock
PHYU,PHYSICIANS REMOTE SL,ACTIVE,Common Stock
PIBW,PACIFIC INTL BANCORP,ACTIVE,Common Stock
PIED,PIEDMONT MINING CO,ACTIVE,Common Stock
PIEX,PIONEER EXPLORATION,ELIGIBLE,Common Stock
PIMO,PREMIER ALLIANCE GRP,ACTIVE,Common Stock
PIVN,PHOENIX INTL VENTURE,ELIGIBLE,Common Stock
PJCT,PROJECT DEVPMNT PCFC,ACTIVE,Common Stock
PKIN,PEKIN LIFE INS CO,ACTIVE,Common Stock
PKPT,PACKETPORT.COM INC,ACTIVE,Common Stock
PKRC,PEAK RESOURCES INC.,ACTIVE,Common Stock
PKTX,PROTOKINETIX INC,ACTIVE,Common Stock
PKWY,PARKWAY BANK,ACTIVE,Common Stock
PLBI,PROTON LABORATORIES,ACTIVE,Common Stock
PLFF,PACIFIC LAND & COFFE,ACTIVE,Common Stock
PLGC,PLAYLOGIC ENTERTNMT,ACTIVE,Common Stock
PLHI,PALADIN HOLDINGS INC,ACTIVE,Common Stock
PLIAP,PLIANT CORP REDM PFD,ACTIVE,Preferred Stock
PLKC,PLANETLINK COMM INC,ACTIVE,Common Stock
PLKH,PROLINK HOLDINGS,ACTIVE,Common Stock
PLKT,PLANKTOS CORP,ACTIVE,Common Stock
PLMA,PALOMAR ENTERPRISES,ACTIVE,Common Stock
PLNT,PLANET TECHS INC,ACTIVE,Common Stock
PLNU,PLASTINUM POLYMER,ACTIVE,Common Stock
PLRO,PLATINUM RESEARCH OR,ACTIVE,Common Stock
PLRS,PLURISTEM LIFE SYS,ACTIVE,Common Stock
PLTG,PLATINA ENERGY GROUP,ACTIVE,Common Stock
PLYPF,POLY PACIFIC INTL,ACTIVE,Ordinary Shares
PLZB,PLAZA BANK (CA),ELIGIBLE,Common Stock
PMAH,PLASMATECH INC,ACTIVE,Common Stock
PMED,PARADIGM MED IND,ACTIVE,Common Stock
PMFI,PROBE MANUFACTURING,ACTIVE,Common Stock
PMHV,PRIME BANK (CT),ACTIVE,Common Stock
PMLL,PLUSH MALL INC NEW,ACTIVE,Common Stock
PMQC,PARAMOUNT ACQ CP,ACTIVE,Common Stock
PMQCU,PARAMOUNT ACQ UT,ACTIVE,Unit
PMQCW,PARAMOUNT ACQ CP WT,ACTIVE,Warrant
PMRA,PROMERICA BANK CA,ACTIVE,Common Stock
PNAMF,PAN AMERICAN GOLD CP,ACTIVE,Ordinary Shares
PNBI,PIONEER BANKSHARES I,ACTIVE,Common Stock
PNCKF,PURE NICKEL INC,ACTIVE,Ordinary Shares
PNGB,PANGLOBAL BRANDS INC,ACTIVE,Common Stock
PNGCE,PENGE CORP,ACTIVE,Common Stock
PNGX,PNG VENTURES INC,ACTIVE,Common Stock
PNNB,PINNACLE BANK OF OR,ACTIVE,Common Stock
PNTV,PLAYERS NETWORK INC,ACTIVE,Common Stock
PNVL,PRINEVILLE BANCP,ACTIVE,Common Stock
PNWIF,PHOTOCHANNEL NWK NEW,ACTIVE,Ordinary Shares
POCC,PENN OCTANE CP,ACTIVE,Common Stock
POCI,PRECISION OPTICS CP,ACTIVE,Common Stock
POIG,PETROL OIL & GAS,ACTIVE,Common Stock
POLC,"POLITICAL CALLS, INC",ELIGIBLE,Common Stock
POLGA,POLYMER GRP CL A,ACTIVE,Common Stock
POLGB,POLYMER GRP CL B,ACTIVE,Common Stock
POMM,PALOMINE MINING INC,ACTIVE,Common Stock
POPN,POP N GO INC,ACTIVE,Common Stock
PORS,"POWERRAISE, INC.",ACTIVE,Common Stock
POSC,POSITRON CORP,ACTIVE,Common Stock
PPAC,PINPOINT ADV CORP.,ACTIVE,Common Stock
PPACU,PINPOINT ADVANCE UT,ACTIVE,Unit
PPACW,PINPOINT ADV CORP WT,ACTIVE,Warrant
PPBL,PREMIERE PUBLISHING,ACTIVE,Common Stock
PPBN,PINNACLE BANKSHARES,ACTIVE,Common Stock
PPDA,PIPELINE DATA,ACTIVE,Common Stock
PPDAZ,PIPELINE DATA WT B,ACTIVE,Warrant
PPFC,PAN PACIFIC BANK CA,ACTIVE,Common Stock
PPFP,PACIFIC COPPER CORP.,ACTIVE,Common Stock
PPFS,PRIME PACIFIC FNL WA,ACTIVE,Common Stock
PPID,PRESCIENT APPLIED IN,ACTIVE,Common Stock
PPLB,PEOPLE'S LIBERATION,ACTIVE,Common Stock
PPMC,PURCHASE PT MEDIA CO,ACTIVE,Common Stock
PPRG,PATIENT PORTAL TECH,ACTIVE,Common Stock
PPTI,PROTEIN POLYMER TECHNOLOGIES I,ACTIVE,Common Stock
PPTV,PPT VISION INC,ACTIVE,Common Stock
PPWLL,PACIFICORP 4.72 PFD,ACTIVE,Preferred Stock
PPWLM,PACIFICORP 7.00 PFD,ACTIVE,Preferred Stock
PPWLO,PACIFICORP 6% PFD,ACTIVE,Preferred Stock
PPWRL,PACIFICORP 5.00 PFD,ACTIVE,Preferred Stock
PPWRM,PACIFICORP 4.56 PFD,ACTIVE,Preferred Stock
PPYH,PHYSICAL PROPERTY HO,ACTIVE,Common Stock
PPYZ,PUPPY ZONE ENTERPRIS,ACTIVE,Common Stock
PRCC,PRICESTER.COM INC,ACTIVE,Common Stock
PREZQ,PRESIDENT CASINOS,ACTIVE,Common Stock
PRFV,PREFERRED VOICE INC,ACTIVE,Common Stock
PRGF,PROGINET CORP,ACTIVE,Common Stock
PRLE,PARAGON REAL ESTATE,ACTIVE,Common Stock
PRPL,PARK PLACE ENERGY CP,ACTIVE,Common Stock
PRRC,PROUROCARE MEDICAL,ACTIVE,Common Stock
